descriptions,General,User,javot
,General,DateTime,7/17/2026 10:46:33 AM
,General,Origin,"Software revision: outputs_asymmetricspring.sdf, outputs_asymmetricspring.rta\nVariable description: outputs_asymmetricspring.sdf\n    Platform / Device: Platform [DS1202 MicroLabBox, assigned to 'ds1202']\nControlDesk version: 7.5"
,General,Description,
,Recording,StartCondition,None (Immediate Recording)
,Recording,StopCondition,None
,Measurement,XAxisOffset,0
,Measurement,Length,20.59755245
,Measurement,StartTimestamp,0.6750186704
,Measurement,StopTimestamp,21.27257112
,MDF,Department,
,MDF,Project,
,MDF,MeasurementObject,

trace_size,20598
trace_types,4,4,4,4,4
trace_names,,Out1,Out1,Out1,Out1
trace_units,,,,,
devices,Platform,Platform,Platform,Platform,Platform
raster,HostService,HostService,HostService,HostService,HostService
description,,,,,
displayidentifier,,,,,
path,,Model Root/Divide,Model Root/Subsystem2/curr2torque,Model Root/Subsystem2/Shift,Model Root/Subsystem2/Shift1
flags,,0,0,0,0
min,,-Infinity,-Infinity,-Infinity,-Infinity
max,,Infinity,Infinity,Infinity,Infinity
minWeak,,-Infinity,-Infinity,-Infinity,-Infinity
maxWeak,,Infinity,Infinity,Infinity,Infinity
,0.26900725778808598,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.27000716446533202,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.27100659112548831,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.2720072978271485,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.27300728450927736,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.27400683118896485,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.27500681787109382,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.27600740456542971,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.27700711124267585,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.27800745793457038,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.27900692459716803,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.28000751129150392,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.28100745798339843,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.28200692464599608,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.28300695133056641,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.28400761802978525,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.28500764471435547,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.28600763139648444,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.28700765808105477,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.28800692474365241,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.2890076314453125,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.29000717811279297,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.29100780480957034,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.29200775148925784,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.29300777817382817,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.29400724484863283,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.29500715152587897,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.29600789822998053,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.29700720489501953,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.29800799158935554,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.29900789827880858,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.30000804495849609,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.30100775163574223,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.30200801832275392,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.30300808500976562,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.30400743167724609,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.30500753835449224,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.30600812506103514,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.30700823173828129,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.3080075384033204,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.30900832465820316,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.31000819078369146,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.31100773690185546,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.31200768303222659,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.31300774916992191,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.3140083753173829,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.31500796143798837,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.31600838758544925,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.31700769370117188,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.31800807984619139,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.31900790596923834,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.32000849211425786,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.32100851824951171,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.32200786436767581,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.32300801049804695,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.32400811663818363,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.32500874278564451,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.32600868891601564,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.32700863504638678,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.32800810117187496,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.32900884731445323,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.3300081134277344,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.33100877958984376,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.33200824570312504,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.33300827183837889,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.33400885798339841,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.33500828410644545,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.33600903024902351,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.33700837636718761,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.33800904251708985,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.33900842863769531,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.34000913479003914,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.34100844090576166,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.34200914704589858,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.34300853316650404,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.34400915931396492,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.34500918544921877,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.34600917158203126,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.34700919771728511,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.34800926385498054,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.34900868996582046,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.3500093561157227,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.35100934224853519,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.35200908837890621,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.35300871450195315,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.35400946065673833,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.35500892677001961,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.35600963292236343,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.35700953905029298,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.35800952518310547,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.35900891130371093,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.36000965744628921,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.3610096435791017,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.36200958970947261,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.3630095758422851,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.36400908197021487,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.36500918809814453,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.36600905423583985,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.36700956037597665,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.36800918649902337,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.36900985264892583,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.37000983878173832,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.37100982491455081,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.37200989105224624,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.37300919716796876,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.37400934329833979,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.37501000944824225,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.37600939556884772,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.37700998171386724,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.37801004785156245,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.37901011397705076,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.38001014011230483,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.38100944622802735,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.3820094723632812,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.383009978503418,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.38401028464355469,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.38500951076660161,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.38601025690917967,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.38701024304199216,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.38801026917724624,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.38900985529785159,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.39000972143554691,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.39100974755859386,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.39200977369384771,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.39301055985107425,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.39400990596923835,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.39500977209472654,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.39600979822998061,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.3970101043701173,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.39800997049560549,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.39901055664062501,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.40001062277832045,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.40100992889404297,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.40201071505126951,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.40300998116455089,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.40401064731445313,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.40501071343994144,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.40601073957519529,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.40701088571777344,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.40801079184570321,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.40901021795654291,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.41001092410888673,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.41101035023193355,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.41201017635498061,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.41301100251464851,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.414010988647461,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.41501045476074228,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.41601036088867183,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.4170103870239259,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.4180110931762695,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.41901123931884765,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.42001122545166014,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.42101041156005858,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.42201063769531255,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.4230109838378906,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.42401132998046887,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.42501067609863274,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.42601130224609385,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.42701080836181649,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.42801143450927737,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.4290113806396485,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.43001140677490235,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.43101083289794917,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.43201137904052733,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.43301156517333994,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.43401147131347662,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.43501157744140628,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.43601096356201174,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.43701162971191421,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.43801157584228512,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.43901108195800775,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.44001106809082025,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.44101169423828135,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.44201168037109384,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.44301170650634769,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.44401165263671882,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.44501119875488282,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.44601110489501949,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.44701169104003902,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.44801187717285162,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.44901194331054683,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.45001136943359388,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.45101199558105476,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.45201202170410171,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.45301132781982423,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.45401131395263672,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.45501210010986326,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.45601148623046872,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.45701207237548824,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.45801141849365234,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.45901176463623061,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.460011950769043,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.46101233691406263,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.46201168303222651,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.46301230917968761,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.4640122953125001,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.46501232143554683,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.46601238757324226,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.46701181369628908,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.46801175982666021,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.46901186595458988,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.47001189208984373,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.47101203823242188,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
,0.47201254437255868,286.435546875,1.300661724239969,0.56714590605713222,-0.5566870459737876
